node,node_df,node_tf,node_cluster,node_centrality,node_svd_c1,node_rank
벤또,7,7,1,6.678587813586962,0.2444160837522085,-0.4682989995809103
홈메이드,6,6,6,7.880095583229252,0.14645574000073477,-0.47000077515533156
유치원도시락,9,9,6,6.744147508794773,0.052618556364860944,-0.47062217785755245
오늘의메뉴,6,6,6,7.176210801424931,0.2463834927039343,-0.4732446840336386
엄마표도시락,7,7,6,7.556094003886627,0.09482692705626408,-0.47573529049571184
instafoodobentagram,14,14,6,4.085001745131738,0.0008255563337572586,-0.4770828238111706
lunchfoodstagram,14,14,6,4.085001745131738,0.0008255563337572586,-0.4770828238111706
foodfoodphotography,14,14,6,4.085001745131738,0.0008255563337572586,-0.4770828238111706
깊고,5,5,0,7.182519052819151,0.30245113976043575,-0.4876374778260966
조합,8,8,2,5.123530339833497,0.3438204048738733,-0.4906006992973617
플레이팅,5,5,2,6.650422079330231,0.37617910930574927,-0.49092123274544286
당일,7,8,6,6.474487609718089,0.1953450752768312,-0.49245672698162196
유치원,7,7,6,7.346495995643126,0.08560828525237407,-0.49458950569971427
불고기,6,9,0,6.103642218133606,0.2787005880794684,-0.49542984246491806
최애,8,8,7,5.54979064059793,0.26849076360745533,-0.49543601391960157
Todays,7,7,6,7.219239045439352,0.0980892429413014,-0.49773944722490937
만들었는데,7,7,2,5.174173396256968,0.4082817938777894,-0.4980478603359657
소고기,7,8,6,5.959083458876365,0.25270733620675095,-0.5020873063845905
보내고,6,7,0,6.280642113901583,0.26635882518407566,-0.5139538400998547
드디어,9,10,2,4.146949553660073,0.3051172148831442,-0.5233272750612938
단체도시락,8,8,6,6.072853205805016,0.12588102042813532,-0.52439752411966
나도,5,5,7,7.309247523342647,0.19964250210182735,-0.5259824835491625
간단도시락,9,9,6,4.773987187842661,0.22107001487089467,-0.5307601527989301
초등도시락,7,7,6,6.65770333276943,0.10901083245884052,-0.5319035741753011
메인,6,6,2,5.591791418436595,0.35666001467201414,-0.5331713346499034
제육볶음,7,8,0,5.483897111513578,0.25227807224092075,-0.5354368166421133
빵,5,5,0,5.148349005943373,0.5000202755932631,-0.5388769780158059
