상품명,1회 가격,평점,리뷰 수,__src__,rating_norm,review_weight,가중 점수
포켓샐러드 골라담는 6주 정기배송 주10팩씩 도시락 배달 다이어트 그린샐러드 외 24종,5450.0,5.0,2.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0006666666666666666,0.0006666666666666666
포켓샐러드 골라담는 8주 정기배송 주10팩씩 도시락 배달 다이어트식단 그린샐러드 외 24종,5450.0,5.0,2.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0006666666666666666,0.0006666666666666666
포켓샐러드 8주 정기배송 주5팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 11가지,5800.0,5.0,8.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0026666666666666666,0.0026666666666666666
포켓샐러드 2주 정기배송 주3팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 9가지,6266.666667,5.0,1.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0003333333333333333,0.0003333333333333333
포켓샐러드 6주 정기배송 주5팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 11가지,5800.0,5.0,2.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0006666666666666666,0.0006666666666666666
포켓샐러드 8주 정기배송 주3팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 11가지,6266.666667,5.0,1.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0003333333333333333,0.0003333333333333333
포켓샐러드 6주 정기배송 주4팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 11가지,5975.0,5.0,1.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0003333333333333333,0.0003333333333333333
포켓샐러드 6주 정기배송 주3팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 9가지,6266.666667,5.0,1.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0003333333333333333,0.0003333333333333333
밀투고 샌드위치 정기배송 식단 배송 직작인 도시락 구독 배달 4주 [주 6개],7500.0,5.0,5.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0016666666666666668,0.0016666666666666668
밀투고 샌드위치 정기배송 식단 배송 직작인 도시락 구독 배달 4주 [주 3개],7600.0,5.0,1.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0003333333333333333,0.0003333333333333333
포켓샐러드 골라담는 6주 정기배송 주5팩씩 도시락 배달 다이어트식단 그린샐러드 외 24종,5800.0,4.25,4.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.85,0.0013333333333333333,0.0011333333333333332
[샐러드구역] 부산/양산 샐러드 새벽 정기 배송 본도시락 30회권,9000.0,5.0,1.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0003333333333333333,0.0003333333333333333
포켓샐러드 골라담는 8주 정기배송 주6팩씩 도시락 배달 다이어트식단 그린샐러드 외 24종,8523.75,3.0,1.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.6,0.0003333333333333333,0.00019999999999999998
샐러드정기배송 샐러드구독 5종10팩 식단 리코타 닭가슴살 유러피안 주문 배달 도시락 아침,5190.0,4.2,5.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.8400000000000001,0.0016666666666666668,0.0014000000000000002
밀투고 샌드위치 정기배송 식단 배송 직작인 도시락 구독 배달 3주 [주 3개],7700.0,5.0,1.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0003333333333333333,0.0003333333333333333
대전 샐러드 정기배송 세종 샐러드 새벽배송 배달 유러피안채소 오렌지보울 (4주16팩),8500.0,4.93,606.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.986,0.202,0.19917200000000002
루틴밀10팩 양많은 단백질 냉동도시락 건강식단 벌크업 직장인 탄단지 고단백 헬스 닭가슴살,6804.0,4.8,5274.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.96,1.0,0.96
대전 샐러드 정기배송 세종 샐러드 새벽배송 배달 유러피안채소 오렌지보울 (2주8팩),8900.0,4.96,131.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.992,0.043666666666666666,0.04331733333333333
포케 샐러드 정기구독 정기배송 5개 아침 야채 유러피안 배달 주문 매일 서울 천안 원주,9380.0,4.79,73.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.958,0.024333333333333332,0.02331133333333333
밀투고 식단 정기배송 샐러드 배송 1주 유러피안 샐러드 구독 배달 체험팩 [주 3개],8900.0,4.88,142.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.976,0.04733333333333333,0.04619733333333333
잇라이킷 총 40여종 1주 4개 샐러드 포케 통밀 샌드위치 정기배송 식단 직장인점심 새벽,8950.0,4.82,163.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.9640000000000001,0.05433333333333333,0.05237733333333334
세종 대전 샐러드 정기배송 2주코스(10식) 다르게담다,8700.0,4.83,109.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.966,0.036333333333333336,0.035098000000000004
"(데일리팜)부산,양산,김해 샐러드 정기배송 10회권",7100.0,4.93,294.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.986,0.098,0.096628
